ID;HELCOM_MPA_name;Mapview;Country;Subbasin;Status;Coverage;Location;MPA_size_km2;MPA- marine_sizekm2;MPA_terrestrial_size_km2;Territorial_Waters_km2;Exclusive_Economic_Zone_km2;Date_of_last_update;Date_of_last_update_formatted
155;"	Naerpioe Archipelago";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=155.xml;Finland;Bothnian Sea;Designated;Marine and terrestrial;Territorial waters;118;108.15;9.85;108.15;0;17.04.2016;2016-04-17
141;"	Oura Archipelago";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=141.xml;Finland;Bothnian Sea;Designated;Marine and terrestrial;Territorial waters;30.66;29.15;1.51;29.15;0;17.04.2016;2016-04-17
140;"	Outer Bothnian Threshold Archipelago (The Quark)";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=140.xml;Finland;Bothnian Sea,The Quark;Designated;Marine and terrestrial;Territorial waters;1278.82;1170.51;108.31;1170.51;0;27.05.2016;2016-05-27
161;"	Pernajabay and Pernaja Archipelago marine protection areas";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=161.xml;Finland;Gulf of Finland;Designated;Marine and terrestrial;Territorial waters;721.34;638.61;82.73;638.61;0;17.04.2016;2016-04-17
160;"	Porvoonjoki estuary-Stensboele";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=160.xml;Finland;Gulf of Finland;Designated;Marine and terrestrial;Territorial waters;13.3;5.67;7.63;5.67;0;17.04.2016;2016-04-17
151;"	Rahja Archipelago";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=151.xml;Finland;Bothnian Bay;Designated and managed;Marine and terrestrial;Territorial waters;83.75;71.89;11.86;71.89;0;27.05.2016;2016-05-27
399;"	Signilskaer- Maerket Islands";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=399.xml;Finland;Bothnian Sea,Aland Sea;Designated and managed;Marine and terrestrial;Territorial waters;224.64;220.41;4.23;220.41;0;06.05.2016;2016-05-06
159;"	Soederskaer and Langoeren Archipelago";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=159.xml;Finland;Gulf of Finland;Designated;Marine and terrestrial;Territorial waters;204.78;204.33;0.45;204.33;0;17.04.2016;2016-04-17
144;"	Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=144.xml;Finland;Gulf of Finland;Designated and managed;Marine and terrestrial;Territorial waters;587.28;504.14;83.14;504.14;0;27.05.2016;2016-05-27
392;"	The open sea area southeast from Hanko";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=392.xml;Finland;Gulf of Finland;Designated;Marine;Territorial waters;110.85;110.85;0;110.85;0;21.04.2016;2016-04-21
372;"	The sea area south of Sandkallan";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=372.xml;Finland;Gulf of Finland;Designated;Marine;Both territorial waters and Exclusive Economic Zone;74.67;74.67;0;56.15;18.52;17.04.2016;2016-04-17
157;"	Tulliniemi bird protection area";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=157.xml;Finland;Gulf of Finland,Northern Baltic Proper,Aland Sea;Designated;Marine and terrestrial;Territorial waters;52.82;51.02;1.8;51.02;0;27.05.2016;2016-05-27
154;"	Uusikaarlepyy Archipelago";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=154.xml;Finland;Bothnian Bay,The Quark;Designated;Marine and terrestrial;Territorial waters;32.05;25.99;6.06;25.99;0;17.04.2016;2016-04-17
142;"	Uusikaupunki Archipelago";http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=142.xml;Finland;Bothnian Sea,Aland Sea;Designated;Marine and terrestrial;Territorial waters;568.43;551.97;16.46;551.97;0;17.04.2016;2016-04-17
275;Adler Grund og Roenne Banke;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=275.xml;Denmark;Arkona Basin;Designated;Marine;Both territorial waters and Exclusive Economic Zone;320.54;320.54;0;99.41;221.14;17.04.2016;2016-04-17
303;Ainazi-Salacgriva;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=303.xml;Latvia;Gulf of Riga;Designated;Marine;Territorial waters;71.29;71.09;0.2;71.09;0;17.04.2016;2016-04-17
308;Akmensrags;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=308.xml;Latvia;Eastern Gotland Basin;Designated;Marine;Territorial waters;258.78;258.71;0.07;258.71;0;17.04.2016;2016-04-17
244;Anholt og havet nord for;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=244.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Both territorial waters and Exclusive Economic Zone;481.75;463.62;18.13;461.94;1.68;17.04.2016;2016-04-17
190;Axmar;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=190.xml;Sweden;Bothnian Sea;Designated and managed;Marine and terrestrial;Territorial waters;72.26;60.07;12.19;60.07;0;17.04.2016;2016-04-17
245;Bakkebrædt og Bakkegrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=245.xml;Denmark;Arkona Basin;Designated and managed;Marine;Territorial waters;3;3;0;3;0;17.04.2016;2016-04-17
311;Baltic Sea Biosphere Polygon;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=311.xml;Lithuania;Eastern Gotland Basin;Designated;Marine;Territorial waters;319.43;319.43;0;319.43;0;17.04.2016;2016-04-17
246;Begstrup Vig og kystomrader ved Helgenæs;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=246.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;17.79;12.97;4.82;12.97;0;17.04.2016;2016-04-17
196;Berezovye Islands;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=196.xml;Russia;Gulf of Finland;Designated and managed;Marine and terrestrial;Territorial waters;536.05;449.8;86.25;449.8;0;17.04.2016;2016-04-17
401;Bogskaer;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=401.xml;Finland;Aland Sea;Designated;Marine;Territorial waters;104.55;104.55;0;104.55;0;13.05.2016;2016-05-13
248;Broen;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=248.xml;Denmark;Great Belt;Designated and managed;Marine;Territorial waters;5.91;5.91;0;5.91;0;17.04.2016;2016-04-17
191;Bulleroe-Bytta;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=191.xml;Sweden;Northern Baltic Proper;Designated and managed;Marine and terrestrial;Territorial waters;143.8;134.51;9.29;134.51;0;17.04.2016;2016-04-17
247;Boechers Grund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=247.xml;Denmark;Arkona Basin;Designated and managed;Marine;Territorial waters;10.98;10.98;0;10.98;0;17.04.2016;2016-04-17
276;Boejden Nor;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=276.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;1.14;0.09;1.05;0.09;0;17.04.2016;2016-04-17
249;Centrale Storebælt og Vresen;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=249.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;623.36;622.98;0.38;622.98;0;17.04.2016;2016-04-17
122;Curonian Spit National Park;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=122.xml;Lithuania;Eastern Gotland Basin;Designated and managed;Marine and terrestrial;Territorial waters;272.07;173.76;98.31;173.76;0;17.04.2016;2016-04-17
163;Curonian Spit State National Park (southern part);http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=163.xml;Russia;Eastern Gotland Basin;Designated and managed;Terrestrial;Territorial waters;75.08;24.97;50.11;24.97;0;17.04.2016;2016-04-17
126;Davids Banke;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=126.xml;Denmark;Bornholm Basin;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;8.42;8.42;0;7.85;0.58;12.05.2016;2016-05-12
277;Ebbeloekke Rev;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=277.xml;Denmark;Kattegat;Designated and managed;Marine;Territorial waters;1.41;1.41;0;1.41;0;17.04.2016;2016-04-17
175;Eckernfoerder Bucht mit Flachgrunden, Sudkuste der Eckernfoerder Bucht und vorgelagerte Flachgrunde;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=175.xml;Germany;Kiel Bay;Designated;Marine and terrestrial;Territorial waters;125.18;123.83;1.35;123.83;0;17.04.2016;2016-04-17
184;Ertholmene;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=184.xml;Denmark;Bornholm Basin;Designated and managed;Marine and terrestrial;Territorial waters;12.62;12.28;0.34;12.28;0;17.04.2016;2016-04-17
111;Falsterbo Peninsula with Maklaeppen;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=111.xml;Sweden;Arkona Basin;Designated and managed;Marine and terrestrial;Territorial waters;465.69;430.4;35.29;430.4;0;17.04.2016;2016-04-17
231;Fehmarnbelt;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=231.xml;Germany;Bay of Mecklenburg,Kiel Bay;Designated;Marine;Exclusive Economic Zone;279.96;279.96;0;0.08;279.89;17.04.2016;2016-04-17
278;Femern Bælt;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=278.xml;Denmark;Great Belt,Kiel Bay;Designated;Marine;Both territorial waters and Exclusive Economic Zone;115.07;115.07;0;81.84;33.23;17.04.2016;2016-04-17
107;Fifang-Askoe-Hartsoe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=107.xml;Sweden;Northern Baltic Proper;Designated and managed;Marine and terrestrial;Territorial waters;296.14;262.82;33.32;262.82;0;17.04.2016;2016-04-17
297;Finngrundet-Oestra Banken;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=297.xml;Sweden;Bothnian Sea;Designated and managed;Marine;Exclusive Economic Zone;231.5;231.5;0;0;231.5;17.04.2016;2016-04-17
118;Fladen;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=118.xml;Sweden;Kattegat;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;103.82;103.82;0;29.61;74.2;17.04.2016;2016-04-17
250;Flensborg Fjord, Bredgrund og farvandet omkring Als;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=250.xml;Denmark;Great Belt,Kiel Bay;Designated and managed;Marine and terrestrial;Territorial waters;652.99;647.8;5.19;647.8;0;17.04.2016;2016-04-17
251;Fyns Hoved, Lillegrund og Lillestrand;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=251.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;21.92;19.69;2.23;19.69;0;17.04.2016;2016-04-17
279;Gilleleje Flak og Tragten;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=279.xml;Denmark;Kattegat,The Sound;Designated;Marine;Both territorial waters and Exclusive Economic Zone;151.05;151.04;0.01;148.75;2.29;17.04.2016;2016-04-17
105;Graesoe/Singoe Archipelago;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=105.xml;Sweden;Bothnian Sea,Aland Sea;Designated and managed;Marine and terrestrial;Territorial waters;662.18;639.23;22.95;639.23;0;17.04.2016;2016-04-17
194;Hallands Vaederoe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=194.xml;Sweden;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;18.35;15.28;3.07;15.28;0;17.04.2016;2016-04-17
101;Haparanda Archipelago;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=101.xml;Sweden;Bothnian Bay;Designated and partly managed;Marine and terrestrial;Territorial waters;462.26;449.13;13.13;449.13;0;17.04.2016;2016-04-17
252;Hatter Barn;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=252.xml;Denmark;Great Belt;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;6.36;6.36;0;0.07;6.29;17.04.2016;2016-04-17
265;Havet mellem Romsoe og Hindsholm samt Romsoe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=265.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;43.48;41.23;2.25;41.23;0;17.04.2016;2016-04-17
253;Havet og kysten mellem Hundested og Roervig;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=253.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;40.31;39.21;1.1;39.21;0;17.04.2016;2016-04-17
186;Havet og kysten mellem Karrebæk Fjord og Knudshoved Odde;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=186.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;189.59;143.83;45.76;143.83;0;17.04.2016;2016-04-17
264;Havet og kysten mellem Præstoe Fjord og Groensund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=264.xml;Denmark;Arkona Basin;Designated and managed;Marine and terrestrial;Territorial waters;329.65;288.03;41.62;288.03;0;17.04.2016;2016-04-17
188;Havet omkring Nordre Roenner;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=188.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;186.31;186.17;0.14;186.17;0;17.04.2016;2016-04-17
137;Herthas Flak;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=137.xml;Denmark;Kattegat;Designated and managed;Marine;Territorial waters;13.87;13.87;0;13.87;0;17.04.2016;2016-04-17
131;Hesseloe med omliggende stenrev;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=131.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;42.14;41.5;0.64;41.5;0;12.05.2016;2016-05-12
104;High Coast;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=104.xml;Sweden;Bothnian Sea;Designated and managed;Marine and terrestrial;Territorial waters;1520.03;816.69;703.34;816.69;0;17.04.2016;2016-04-17
90;Hiiu Madala;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=90.xml;Estonia;Northern Baltic Proper;Designated and managed;Marine and terrestrial;Territorial waters;93.41;78.29;15.12;78.29;0;17.04.2016;2016-04-17
135;Hirsholmene, havet vest herfor og Ellinge A's udloeb;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=135.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;95.08;92.67;2.41;92.67;0;17.04.2016;2016-04-17
115;Hoburgs Bank;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=115.xml;Sweden;Eastern Gotland Basin,Western Gotland Basin;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;1226.27;1226.27;0;76.81;1149.46;17.04.2016;2016-04-17
103;Holmoe Islands;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=103.xml;Sweden;The Quark;Designated and managed;Marine and terrestrial;Territorial waters;241.85;208.14;33.71;208.14;0;17.04.2016;2016-04-17
255;Horsens Fjord, havet oest for og Endelave;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=255.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;460.4;428.55;31.85;428.55;0;17.04.2016;2016-04-17
280;Hov Vig;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=280.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;2.42;1.03;1.39;1.03;0;17.04.2016;2016-04-17
256;Hvideodde Rev;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=256.xml;Denmark;Arkona Basin,Bornholm Basin;Designated and managed;Marine;Territorial waters;8.34;8.34;0;8.34;0;17.04.2016;2016-04-17
307;Irbes saurums;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=307.xml;Latvia;Eastern Gotland Basin,Gulf of Riga;Designated;Marine;Both territorial waters and Exclusive Economic Zone;1724.85;1723.1;1.75;1559.16;163.94;17.04.2016;2016-04-17
149;Isomatala-Maasyvaenlahti;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=149.xml;Finland;Bothnian Bay;Designated;Marine and terrestrial;Territorial waters;15.29;10.16;5.13;10.16;0;17.04.2016;2016-04-17
239;Jasmund National Park;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=239.xml;Germany;Arkona Basin;Designated and managed;Marine and terrestrial;Territorial waters;31.05;8.09;22.96;8.09;0;17.04.2016;2016-04-17
282;Jægerspris Skydeterræn;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=282.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;5.71;0.64;5.07;0.64;0;17.04.2016;2016-04-17
232;Kadetrinne;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=232.xml;Germany;Arkona Basin,Bay of Mecklenburg;Designated;Marine;Exclusive Economic Zone;100.09;100.09;0;0.2;99.9;17.04.2016;2016-04-17
283;Kaloeskovene og Kaloevig;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=283.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;7.5;2.4;5.1;2.4;0;17.04.2016;2016-04-17
257;Kims Top og den Kinesiske Mur;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=257.xml;Denmark;Kattegat;Designated and managed;Marine;Exclusive Economic Zone;262.22;262.22;0;0;262.22;17.04.2016;2016-04-17
185;Kirkegrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=185.xml;Denmark;Great Belt;Designated and managed;Marine;Territorial waters;17.62;17.62;0;17.62;0;17.04.2016;2016-04-17
148;Kirkkosalmi;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=148.xml;Finland;Bothnian Bay;Designated;Marine and terrestrial;Territorial waters;10.18;4.98;5.2;4.98;0;17.04.2016;2016-04-17
258;Klinteskov Kalkgrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=258.xml;Denmark;Arkona Basin;Designated and managed;Marine;Territorial waters;30.08;20.86;9.22;20.86;0;17.04.2016;2016-04-17
284;Kobberhage kystarealer;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=284.xml;Denmark;Great Belt,Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;7.95;7.74;0.21;7.74;0;17.04.2016;2016-04-17
109;Kopparstenarna/Gotska Sandoen/Salvorev Area;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=109.xml;Sweden;Eastern Gotland Basin,Northern Baltic Proper,Western Gotland Basin;Designated and managed;Marine and terrestrial;Territorial waters;604.66;568.32;36.34;568.32;0;17.04.2016;2016-04-17
189;Kronoeren;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=189.xml;Sweden;Bothnian Sea;Designated and managed;Marine and terrestrial;Territorial waters;58.29;44.35;13.94;44.35;0;17.04.2016;2016-04-17
112;Kullaberg-Skaelderviken;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=112.xml;Sweden;Kattegat,The Sound;Designated and managed;Marine and terrestrial;Territorial waters;45.17;32.55;12.62;32.55;0;17.04.2016;2016-04-17
113;Kungsbackafjorden;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=113.xml;Sweden;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;78.69;59.97;18.72;59.97;0;17.04.2016;2016-04-17
95;Kura Kurk;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=95.xml;Estonia;Eastern Gotland Basin,Gulf of Riga;Designated;Marine and terrestrial;Both territorial waters and Exclusive Economic Zone;1993.72;1960.81;32.91;1917.82;42.99;17.04.2016;2016-04-17
310;Kursiu Marios Biosphere Polygon;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=310.xml;Lithuania;Eastern Gotland Basin;Designated and managed;Marine;Territorial waters;311.26;310.67;0.59;310.67;0;17.04.2016;2016-04-17
300;Kvaedoefjaerden med Torroe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=300.xml;Sweden;Western Gotland Basin;Designated and managed;Marine and terrestrial;Territorial waters;56.5;43.28;13.22;43.28;0;17.04.2016;2016-04-17
285;Kyndby Kyst;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=285.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;3.62;3.1;0.52;3.1;0;17.04.2016;2016-04-17
173;Kustenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=173.xml;Germany;Great Belt,Kiel Bay;Designated;Marine and terrestrial;Territorial waters;140.07;122.77;17.3;122.77;0;17.04.2016;2016-04-17
176;Kustenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgrunde, Oestlichen Kieler Bucht;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=176.xml;Germany;Kiel Bay;Designated;Marine and terrestrial;Territorial waters;770.88;740.16;30.72;740.16;0;17.04.2016;2016-04-17
88;Lahemaa;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=88.xml;Estonia;Gulf of Finland;Designated and managed;Marine and terrestrial;Territorial waters;748.32;269.44;478.88;269.44;0;17.04.2016;2016-04-17
87;Lawica Slupska;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=87.xml;Poland;Bornholm Basin;Designated;Marine;Exclusive Economic Zone;801.21;801.21;0;0;801.21;17.04.2016;2016-04-17
197;Lebyazhy Nature Reserve;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=197.xml;Russia;Gulf of Finland;Designated and managed;Marine and terrestrial;Territorial waters;77.45;66.33;11.12;66.33;0;17.04.2016;2016-04-17
119;Lilla Middelgrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=119.xml;Sweden;Kattegat;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;178.44;178.44;0;2.1;176.34;17.04.2016;2016-04-17
259;Lillebælt;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=259.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;352.15;284.42;67.73;284.42;0;17.04.2016;2016-04-17
193;Lundakrabukten;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=193.xml;Sweden;The Sound;Designated and partly managed;Marine and terrestrial;Territorial waters;19.61;17.93;1.68;17.93;0;17.04.2016;2016-04-17
394;Luodematalat;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=394.xml;Finland;Gulf of Finland;Designated;Marine;Both territorial waters and Exclusive Economic Zone;44.52;44.52;0;10.8;33.72;17.04.2016;2016-04-17
260;Lysegrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=260.xml;Denmark;Kattegat;Designated and managed;Marine;Territorial waters;31.73;31.73;0;31.73;0;17.04.2016;2016-04-17
393;Laensiletto;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=393.xml;Finland;Gulf of Finland;Designated;Marine;Exclusive Economic Zone;20.35;20.35;0;0;20.35;17.04.2016;2016-04-17
136;Læsoe Trindel og Toenneberg Banke;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=136.xml;Denmark;Kattegat;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;86.63;86.63;0;76.95;9.68;17.04.2016;2016-04-17
254;Maden pa Helnæs og havet vest for;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=254.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;20.54;16.72;3.82;16.72;0;17.04.2016;2016-04-17
299;Marakallen;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=299.xml;Sweden;Bothnian Bay;Designated and managed;Marine;Territorial waters;59.7;59.7;0;59.7;0;17.04.2016;2016-04-17
286;Mejl Flak;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=286.xml;Denmark;Great Belt;Designated;Marine;Territorial waters;39.25;39.25;0;39.25;0;17.04.2016;2016-04-17
395;Merikalla;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=395.xml;Finland;Bothnian Bay;Designated;Marine;Both territorial waters and Exclusive Economic Zone;52.07;52.07;0;42.49;9.58;13.05.2016;2016-05-13
261;Mols Bjerge med kystvande;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=261.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;29.29;3.91;25.38;3.91;0;17.04.2016;2016-04-17
295;Morups Bank;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=295.xml;Sweden;Kattegat;Designated;Marine;Territorial waters;5.66;5.66;0;5.66;0;17.04.2016;2016-04-17
