name,BSPA_ID,BHI_ID,country,mpa_area_km2,eez_area_km2
"Horsens Fjord, havet øst for og Endelave",255,3,Denmark,458.23,10369.11323
Lysegrund,260,2,Denmark,31.58,15300.69996
"Røsnæs, Røsnæs Rev og Kalundborg Fjord",288,3,Denmark,56.64,10369.11323
Femern Bælt,278,3,Denmark,114.56,10369.11323
Femern Bælt,278,7,Denmark,114.56,1208.87616
Femern Bælt,278,8,Denmark,114.56,2079.47971
Gilleleje Flak og Tragten,279,2,Denmark,150.34,15300.69996
Gilleleje Flak og Tragten,279,6,Denmark,150.34,588.38712
Gilleleje Flak og Tragten,279,5,Denmark,150.34,612.66514
Schultz og Hastens Grund samt Briseis Flak,267,2,Denmark,207.1,15300.69996
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,3,Denmark,649.22,10369.11323
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,7,Denmark,649.22,1208.87616
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,4,Denmark,649.22,140.98877
"Flensborg Fjord, Bredgrund og farvandet omkring Als",250,8,Denmark,649.22,2079.47971
Ebbeløkke Rev,277,2,Denmark,1.4,15300.69996
Kyndby Kyst,285,2,Denmark,3.6,15300.69996
Northern Midsjöbanken,116,14,Sweden,984,15096.6004
Northern Midsjöbanken,116,20,Sweden,984,21941.00756
Northern Midsjöbanken,116,26,Sweden,984,27456.05692
Morups Bank,295,1,Sweden,5.67,6739.5362
Stora Middelgrund och Röde Bank,296,2,Sweden,114.25,15300.69996
Stora Middelgrund och Röde Bank,296,1,Sweden,114.25,6739.5362
Finngrundet-Östra Banken,297,37,Sweden,231.62,31735.90809
Vänta Litets Grund,298,37,Sweden,151.39,31735.90809
Marakallen,299,41,Sweden,59.85,17335.82956
Kvädöfjärden med Torrö,300,26,Sweden,56.63,27456.05692
Kura Kurk,95,25,Estonia,1973,5414.05646
Kura Kurk,95,28,Estonia,1973,10774.55332
Kura Kurk,95,24,Estonia,1973,20977.58487
Kura Kurk,95,27,Estonia,1973,7993.91788
Pärnu lahe,94,28,Estonia,1144,10774.55332
Pakri,206,34,Estonia,204.7,8426.04463
Jasmund National Park,2,13,Germany,30.03,7071.49776
Vorpommersche Boddenlandshaft National Park (West-Pommeranian Lagoon National Park),3,13,Germany,805,7071.49776
Vorpommersche Boddenlandshaft National Park (West-Pommeranian Lagoon National Park),3,10,Germany,805,3438.82204
Lahemaa,88,34,Estonia,744.21,8426.04463
Hiiu Madala,90,31,Estonia,96,11841.39906
Vilsandi,91,25,Estonia,317.2,5414.05646
Vilsandi,91,31,Estonia,317.2,11841.39906
Haparanda Archipelago,101,42,Sweden,462.96,14930.90472
Haparanda Archipelago,101,41,Sweden,462.96,17335.82956
Holmö Islands,103,39,Sweden,242.16,3215.71496
High Coast,104,37,Sweden,1520.34,31735.90809
Gräsö/Singö Archipelago,105,35,Sweden,662.47,2703.05659
Stora Nassa-Sv. Högarna,106,29,Sweden,298.52,17728.40167
Fifång-Askö-Hartsö,107,29,Sweden,295.5,17728.40167
St. Anna/Missjö Archipelago,108,26,Sweden,166.14,27456.05692
Kopparstenarna/Gotska Sandön/Salvorev Area,109,20,Sweden,605.1,21941.00756
Kopparstenarna/Gotska Sandön/Salvorev Area,109,29,Sweden,605.1,17728.40167
Kopparstenarna/Gotska Sandön/Salvorev Area,109,26,Sweden,605.1,27456.05692
Torhamns Archipelago,110,14,Sweden,105.57,15096.6004
Falsterbo Peninsula with Måkläppen,111,11,Sweden,463.3,4226.44762
Kullaberg-Skälderviken,112,1,Sweden,45.19,6739.5362
Kullaberg-Skälderviken,112,5,Sweden,45.19,612.66514
Kungsbackafjorden,113,1,Sweden,78.77,6739.5362
Hoburgs Bank,115,20,Sweden,1226.71,21941.00756
Hoburgs Bank,115,26,Sweden,1226.71,27456.05692
Fladen,118,1,Sweden,103.95,6739.5362
Lilla Middelgrund,119,1,Sweden,178.64,6739.5362
Curonian Spit National Park,122,23,Lithuania,273.39,6139.73941
Curonian Spit National Park,122,22,Lithuania,273.39,9466.30104
Pajuris Regional Park,123,23,Lithuania,58.7,6139.73941
Nemunas Delta Regional Park,124,23,Lithuania,289.53,6139.73941
Nemunas Delta Regional Park,124,22,Lithuania,289.53,9466.30104
The state Baltic sea marine reserve,125,23,Lithuania,140.27,6139.73941
Bornholm: Davids Banke,126,15,Denmark,8.38,7152.79836
Skælskør Fjord og havet og kysten mellem Agersø og Glænø,128,3,Denmark,185,10369.11323
Saltholm og omliggende hav,129,12,Denmark,72.18,6272.53375
Saltholm og omliggende hav,129,6,Denmark,72.18,588.38712
"Stavns Fjord, Samsø Østerflak og Nordby Hede",130,3,Denmark,156.63,10369.11323
Hesselø med omliggende stenrev,131,2,Denmark,42,15300.69996
"Ålborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites",133,2,Denmark,721.97,15300.69996
Herthas Flak,137,2,Denmark,13.8,15300.69996
Perämeren kansallispuisto /Bothnian Bay National Park,139,42,Finland,158.9,14930.90472
Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),140,38,Finland,1281.62,28136.78846
Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),140,40,Finland,1281.62,4932.99666
Ouran saaristo /Oura Archipelago,141,38,Finland,30.73,28136.78846
Uudenkaupungin saaristo/ Uusikaupunki Archipelago,142,36,Finland,559.92,12405.68538
Uudenkaupungin saaristo/ Uusikaupunki Archipelago,142,38,Finland,559.92,28136.78846
Saaristomeri /Archipelago Sea,143,36,Finland,598.42,12405.68538
Saaristomeri /Archipelago Sea,143,30,Finland,598.42,9800.24404
Tammisaaren ja Hangon saariston ja Pohjanpitäjänlahden merensuojelualue /Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,144,32,Finland,526.3,9549.67733
Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,145,32,Finland,956.28,9549.67733
Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,145,33,Finland,956.28,11571.59858
"Hailuoto, pohjoisranta/ Hailuoto northshore",147,42,Finland,36.71,14930.90472
Kirkkosalmi,148,42,Finland,10.19,14930.90472
Isomatala-Maasyvänlahti,149,42,Finland,15.31,14930.90472
Liminka Bay /Liminganlahti,150,42,Finland,118.23,14930.90472
Rahjan saaristo/Rahja Archipelago,151,42,Finland,83.81,14930.90472
Kokkolan saaristo/Kokkola Archipelago,152,42,Finland,149.55,14930.90472
Luodon saaristo/Luoto Archipelago,153,42,Finland,144.57,14930.90472
Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,154,42,Finland,32.1,14930.90472
Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,154,40,Finland,32.1,4932.99666
Närpiön saaristo /Närpiö Archipelago,155,38,Finland,118.28,28136.78846
Kristiinankaupungin saaristo /Kristiinankaupunki Archipelago,156,38,Finland,80.59,28136.78846
Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,157,36,Finland,25.66,12405.68538
Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,157,32,Finland,25.66,9549.67733
Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,157,30,Finland,25.66,9800.24404
Kirkkonummen saaristo/ Kirkkonummi Archipelago,158,32,Finland,17.5,9549.67733
Söderskärin ja Långörenin saaristo /Söderskär and Långören Archipelago,159,32,Finland,182.19,9549.67733
Porvoonjoen suisto - Stensböle /Porvoonjoki estuary-Stensböle,160,32,Finland,13.31,9549.67733
Pernajanlahtien ja Pernajan saariston merensuojelualue /Pernajabay and Pernaja Archipelago marine protection areas,161,32,Finland,657.55,9549.67733
Walkyriengrund,171,10,Germany,22.24,3438.82204
Pommersche Bucht-Rönnebank,172,13,Germany,2090.18,7071.49776
Pommersche Bucht-Rönnebank,172,16,Germany,2090.18,2566.81091
Pommersche Bucht-Rönnebank,172,17,Germany,2090.18,17334.97259
"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",173,3,Germany,233.62,10369.11323
"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",173,4,Germany,233.62,140.98877
"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",173,8,Germany,233.62,2079.47971
Schlei incl. Schleimünde und vorgelagerter Flachgründe,174,8,Germany,174.34,2079.47971
"Eckernförder Bucht mit Flachgründen, Südküste der Eckernförder Bucht und vorgelagerte Flachgründe",175,8,Germany,203.02,2079.47971
"Küstenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgründe, Östlichen Kieler Bucht",176,8,Germany,1420.03,2079.47971
"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",177,10,Germany,460.55,3438.82204
"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",177,8,Germany,460.55,2079.47971
Ostseeküste am Brodtener Ufer,178,10,Germany,20.84,3438.82204
Fehmarnbelt,180,7,Germany,279.92,1208.87616
Fehmarnbelt,180,10,Germany,279.92,3438.82204
Fehmarnbelt,180,8,Germany,279.92,2079.47971
Kadetrinne,181,12,Germany,100.07,6272.53375
Kadetrinne,181,9,Germany,100.07,1144.29301
Kadetrinne,181,13,Germany,100.07,7071.49776
Kadetrinne,181,10,Germany,100.07,3438.82204
Bornholm: Ertholmene,184,15,Denmark,12.56,7152.79836
Kirkegrund,185,3,Denmark,17.61,10369.11323
Havet og kysten mellem Karrebæk Fjord og Knudshoved Odde,186,3,Denmark,188.71,10369.11323
"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",187,9,Denmark,778.48,1144.29301
"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",187,3,Denmark,778.48,10369.11323
"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",187,7,Denmark,778.48,1208.87616
Kronören,189,37,Sweden,58.34,31735.90809
Axmar,190,37,Sweden,72.25,31735.90809
Bullerö-Bytta,191,29,Sweden,143.85,17728.40167
Värnanäs Archipelago,192,26,Sweden,15.52,27456.05692
Lundåkrabukten,193,5,Sweden,19.63,612.66514
Hallands Väderö,194,1,Sweden,18.36,6739.5362
Väinameri,207,28,Estonia,2712.97,10774.55332
Väinameri,207,31,Estonia,2712.97,11841.39906
Havet omkring Nordre Rønner,188,2,Denmark,185.35,15300.69996
Læsø Trindel og Tønneberg Banke,136,2,Denmark,86.5970019531,15300.69996
Store Middelgrund,132,2,Denmark,21.37,15300.69996
Store Middelgrund,132,1,Denmark,21.37,6739.5362
"Hirsholmene, havet vest herfor og Ellinge Å's udløb",135,2,Denmark,95,15300.69996
Strandenge på Læsø og havet syd herfor,134,2,Denmark,1027.14,15300.69996
Ainazi-Salacgriva,303,28,Latvia,71.13,10774.55332
Ainazi-Salacgriva,303,27,Latvia,71.13,7993.91788
Akmensrags,308,24,Latvia,258.29,20977.58487
Irbes saurums,307,25,Latvia,1724.12,5414.05646
Irbes saurums,307,28,Latvia,1724.12,10774.55332
Irbes saurums,307,24,Latvia,1724.12,20977.58487
Irbes saurums,307,27,Latvia,1724.12,7993.91788
Nida-Perkone,309,24,Latvia,367.03,20977.58487
Selga uz rietumiem no Tujas,305,27,Latvia,586,7993.91788
Vitrupe-Tuja,304,27,Latvia,35.77,7993.91788
Rigas lica rietumu piekraste,306,27,Latvia,1321.72,7993.91788
Lawica Slupska,87,17,Poland,800.50296875,17334.97259
Anholt og havet nord for,244,2,Denmark,478.78,15300.69996
Centrale Storebælt og Vresen,249,3,Denmark,623.11,10369.11323
Kursiu Marios Biosphere Polygon,310,23,Lithuania,311.38,6139.73941
Kursiu Marios Biosphere Polygon,310,22,Lithuania,311.38,9466.30104
Baltic Sea Biosphere Polygon,311,23,Lithuania,319.59,6139.73941
Baltic Sea Biosphere Polygon,311,22,Lithuania,319.59,9466.30104
