country;year;score_wgi_scale;score_ohi_scale
Armenia;2007;-0.308465184;0.438306963
Armenia;2008;-0.275711566;0.444857687
Armenia;2009;-0.233568204;0.453286359
Armenia;2010;-0.300688107;0.439862379
Armenia;2011;-0.2718954;0.44562092
Armenia;2012;-0.183070895;0.463385821
Armenia;2013;-0.170125045;0.465974991
Aruba;1996;1.176849332;0.735369866
Aruba;1998;1.176849332;0.735369866
Aruba;2000;1.176849332;0.735369866
Aruba;2002;1.176849332;0.735369866
Aruba;2003;1.176849332;0.735369866
Aruba;2004;0.952566415;0.690513283
Aruba;2005;1.133145461;0.726629092
Aruba;2006;1.106533279;0.721306656
Aruba;2007;1.105296979;0.721059396
Aruba;2008;1.120008955;0.724001791
Aruba;2009;1.279783944;0.755956789
Aruba;2010;1.254512151;0.75090243
Aruba;2011;1.265242418;0.753048484
Aruba;2012;1.273380955;0.754676191
Aruba;2013;1.278022766;0.755604553
Australia;1996;1.540347497;0.808069499
Australia;1998;1.498810828;0.799762166
Australia;2000;1.631786644;0.826357329
Australia;2002;1.530781607;0.806156321
Australia;2003;1.577730417;0.815546083
Australia;2004;1.68814069;0.837628138
Australia;2005;1.576246679;0.815249336
Australia;2006;1.575993737;0.815198747
Australia;2007;1.60081918;0.820163836
Australia;2008;1.620038668;0.824007734
Australia;2009;1.593430489;0.818686098
Australia;2010;1.597441345;0.819488269
Australia;2011;1.629948159;0.825989632
Australia;2012;1.603695651;0.82073913
Australia;2013;1.563362817;0.812672563
Austria;1996;1.664240996;0.832848199
Austria;1998;1.595373273;0.819074655
Austria;2000;1.556925734;0.811385147
Austria;2002;1.678907156;0.835781431
Austria;2003;1.626938363;0.825387673
Austria;2004;1.662473738;0.832494748
Austria;2005;1.601823032;0.820364606
Austria;2006;1.643524388;0.828704878
Austria;2007;1.718321919;0.843664384
Austria;2008;1.659341753;0.831868351
Austria;2009;1.545085669;0.809017134
Austria;2010;1.553563317;0.810712663
Austria;2011;1.477633317;0.795526663
Austria;2012;1.506795983;0.801359197
Austria;2013;1.530798614;0.806159723
Azerbaijan;1996;-1.081618955;0.283676209
Azerbaijan;1998;-0.994585415;0.301082917
Azerbaijan;2000;-0.980713695;0.303857261
Azerbaijan;2002;-0.96994108;0.306011784
Azerbaijan;2003;-0.871073524;0.325785295
Azerbaijan;2004;-0.904272278;0.319145544
Azerbaijan;2005;-0.859844625;0.328031075
Azerbaijan;2006;-0.878631949;0.32427361
Azerbaijan;2007;-0.806039731;0.338792054
Azerbaijan;2008;-0.753916055;0.349216789
Azerbaijan;2009;-0.728711252;0.35425775
Azerbaijan;2010;-0.783942247;0.343211551
Azerbaijan;2011;-0.812553033;0.337489393
Azerbaijan;2012;-0.844864056;0.331027189
Azerbaijan;2013;-0.703592161;0.359281568
Bahamas, The;1996;1.098616709;0.719723342
Bahamas, The;1998;1.162686894;0.732537379
Bahamas, The;2000;1.227584819;0.745516964
Bahamas, The;2002;1.238827109;0.747765422
Bahamas, The;2003;1.160416355;0.732083271
Bahamas, The;2004;1.158449839;0.731689968
Bahamas, The;2005;1.144898415;0.728979683
Bahamas, The;2006;1.089792242;0.717958448
Bahamas, The;2007;1.104878436;0.720975687
Bahamas, The;2008;1.117719322;0.723543864
Bahamas, The;2009;0.961654733;0.692330947
Bahamas, The;2010;0.934901536;0.686980307
Bahamas, The;2011;0.90455692;0.680911384
Bahamas, The;2012;0.891546423;0.678309285
Bahamas, The;2013;0.832713194;0.666542639
Bahrain;1996;0.036151581;0.507230316
Bahrain;1998;0.055133171;0.511026634
Bahrain;2000;0.144315401;0.52886308
Bahrain;2002;0.392077163;0.578415433
Bahrain;2003;0.318007201;0.56360144
Bahrain;2004;0.380321786;0.576064357
Bahrain;2005;0.229061607;0.545812321
Bahrain;2006;0.078994915;0.515798983
Bahrain;2007;0.15619799;0.531239598
Bahrain;2008;0.139128596;0.527825719
Bahrain;2009;0.173821506;0.534764301
Bahrain;2010;0.077786793;0.515557359
Bahrain;2011;-0.044039249;0.49119215
Bahrain;2012;-0.094176779;0.481164644
Bahrain;2013;-0.112877041;0.477424592
Bangladesh;1996;-0.703369899;0.35932602
Bangladesh;1998;-0.552042969;0.389591406
Bangladesh;2000;-0.734245891;0.353150822
Bangladesh;2002;-0.897684654;0.320463069
Bangladesh;2003;-0.960098445;0.307980311
Bangladesh;2004;-1.0695421;0.28609158
Bangladesh;2005;-1.120444457;0.275911109
Bangladesh;2006;-0.999203309;0.300159338
Bangladesh;2007;-0.917843292;0.316431342
Bangladesh;2008;-0.887125919;0.322574816
Bangladesh;2009;-0.879373257;0.324125349
Bangladesh;2010;-0.845035161;0.330992968
Bangladesh;2011;-0.839021573;0.332195685
Bangladesh;2012;-0.88876229;0.322247542
Bangladesh;2013;-0.920685356;0.315862929
Barbados;1996;1.244083802;0.74881676
Barbados;1998;1.285977662;0.757195532
Barbados;2000;1.310435752;0.76208715
Barbados;2002;1.253732185;0.750746437
Barbados;2003;1.214152376;0.742830475
Barbados;2004;1.177272081;0.735454416
Barbados;2005;1.203523775;0.740704755
Barbados;2006;1.141392867;0.728278573
Barbados;2007;1.17460829;0.734921658
Barbados;2008;1.196448286;0.739289657
Barbados;2009;1.101658404;0.720331681
Barbados;2010;1.107750694;0.721550139
Barbados;2011;1.222798586;0.744559717
Barbados;2012;1.155736238;0.731147248
Barbados;2013;1.143398066;0.728679613
Belarus;1996;-0.704475328;0.359104934
Belarus;1998;-0.800204818;0.339959036
Belarus;2000;-0.868356256;0.326328749
Belarus;2002;-0.975660734;0.304867853
Belarus;2003;-0.844421983;0.331115603
Belarus;2004;-0.984786051;0.30304279
Belarus;2005;-1.010841131;0.297831774
Belarus;2006;-1.056600233;0.288679953
Belarus;2007;-0.961574753;0.307685049
Belarus;2008;-0.848237554;0.330352489
Belarus;2009;-0.833980317;0.333203937
Belarus;2010;-0.955360303;0.308927939
Belarus;2011;-0.978644879;0.304271024
Belarus;2012;-0.834833033;0.333033393
Belarus;2013;-0.837684333;0.332463133
Belgium;1996;1.384187122;0.776837424
Belgium;1998;1.28518795;0.75703759
Belgium;2000;1.355745792;0.771149158
Belgium;2002;1.432063361;0.786412672
Belgium;2003;1.373201986;0.774640397
Belgium;2004;1.349543452;0.76990869
Belgium;2005;1.293940336;0.758788067
Belgium;2006;1.282500048;0.75650001
Belgium;2007;1.29677547;0.759355094
Belgium;2008;1.232209772;0.746441954
Belgium;2009;1.307842036;0.761568407
Belgium;2010;1.315954288;0.763190858
Belgium;2011;1.35662661;0.771325322
Belgium;2012;1.334510843;0.766902169
Belgium;2013;1.366691003;0.773338201
Belize;1996;0.297129675;0.559425935
Belize;1998;0.204901545;0.540980309
Belize;2000;0.143557364;0.528711473
Belize;2002;0.111559945;0.522311989
Belize;2003;0.188060955;0.537612191
Belize;2004;0.029916368;0.505983274
Belize;2005;0.037508473;0.507501695
Belize;2006;-0.120802472;0.475839506
Belize;2007;-0.132895745;0.473420851
Belize;2008;-0.12800617;0.474398766
Belize;2009;-0.097094773;0.480581045
Belize;2010;-0.097824433;0.480435113
Belize;2011;-0.138222362;0.472355528
Belize;2012;-0.036845226;0.492630955
Belize;2013;-0.039144012;0.492171198
Benin;1996;-0.10804288;0.478391424
Benin;1998;-0.028802343;0.494239531
Benin;2000;-0.025089828;0.494982034
Benin;2002;-0.20345806;0.459308388
Benin;2003;-0.169680722;0.466063856
Benin;2004;-0.260722501;0.4478555
Benin;2005;-0.382765631;0.423446874
Benin;2006;-0.217332855;0.456533429
Benin;2007;-0.214629744;0.457074051
Benin;2008;-0.234737655;0.453052469
Benin;2009;-0.254868661;0.449026268
Benin;2010;-0.304833464;0.439033307
Benin;2011;-0.295932631;0.440813474
Benin;2012;-0.346019333;0.430796133
Benin;2013;-0.340113651;0.43197727
Bermuda;1996;1.162457615;0.732491523
Bermuda;1998;1.172986229;0.734597246
Bermuda;2000;1.124800126;0.724960025
Bermuda;2002;1.132930279;0.726586056
Bermuda;2003;1.145157437;0.729031487
Bermuda;2004;1.141197731;0.728239546
Bermuda;2005;1.075647215;0.715129443
Bermuda;2006;1.055435876;0.711087175
Bermuda;2007;1.055115521;0.711023104
Bermuda;2008;1.07119905;0.71423981
Bermuda;2009;1.057752172;0.711550434
Bermuda;2010;1.137002816;0.727400563
Bermuda;2011;1.136292775;0.727258555
Bermuda;2012;1.133394649;0.72667893
Bermuda;2013;1.129717449;0.72594349
Bhutan;1996;0.083460856;0.516692171
Bhutan;1998;0.085323043;0.517064609
Bhutan;2000;0.066093348;0.51321867
Bhutan;2002;0.051187947;0.510237589
Bhutan;2003;0.179986003;0.535997201
Bhutan;2004;0.046850619;0.509370124
Bhutan;2005;0.205443993;0.541088799
Bhutan;2006;0.131545698;0.52630914
Bhutan;2007;0.059263724;0.511852745
Bhutan;2008;0.119901021;0.523980204
Bhutan;2009;0.112236107;0.522447221
Bhutan;2010;0.10468218;0.520936436
Bhutan;2011;0.121622719;0.524324544
Bhutan;2012;0.145484266;0.529096853
Bhutan;2013;0.157462016;0.531492403
Bolivia;1996;-0.230827582;0.453834484
Bolivia;1998;-0.047797666;0.490440467
Bolivia;2000;-0.214200312;0.457159938
Bolivia;2002;-0.341545024;0.431690995
Bolivia;2003;-0.426483278;0.414703344
Bolivia;2004;-0.510464008;0.397907198
Bolivia;2005;-0.671140621;0.365771876
Bolivia;2006;-0.58784162;0.382431676
Bolivia;2007;-0.590801446;0.381839711
Bolivia;2008;-0.618372391;0.376325522
Bolivia;2009;-0.629622366;0.374075527
Bolivia;2010;-0.55076687;0.389846626
Bolivia;2011;-0.548918132;0.390216374
Bolivia;2012;-0.595573171;0.380885366
Bolivia;2013;-0.549502804;0.390099439
Bosnia and Herzegovina;1996;-0.563510393;0.387297921
Bosnia and Herzegovina;1998;-0.596786809;0.380642638
Bosnia and Herzegovina;2000;-0.550803403;0.389839319
Bosnia and Herzegovina;2002;-0.499057884;0.400188423
Bosnia and Herzegovina;2003;-0.422932734;0.415413453
Bosnia and Herzegovina;2004;-0.246207903;0.450758419
Bosnia and Herzegovina;2005;-0.375384748;0.42492305
Bosnia and Herzegovina;2006;-0.346352282;0.430729544
Bosnia and Herzegovina;2007;-0.406047024;0.418790595
Bosnia and Herzegovina;2008;-0.343037184;0.431392563
Bosnia and Herzegovina;2009;-0.36862274;0.426275452
Bosnia and Herzegovina;2010;-0.389475765;0.422104847
Bosnia and Herzegovina;2011;-0.418204681;0.416359064
Bosnia and Herzegovina;2012;-0.289376886;0.442124623
Bosnia and Herzegovina;2013;-0.243398348;0.45132033
Botswana;1996;0.68363143;0.636726286
Botswana;1998;0.681865747;0.636373149
Botswana;2000;0.658536732;0.631707346
Botswana;2002;0.652858148;0.63057163
Botswana;2003;0.867720783;0.673544157
Botswana;2004;0.7386748;0.64773496
Botswana;2005;0.78455471;0.656910942
Botswana;2006;0.657387515;0.631477503
Botswana;2007;0.674587513;0.634917503
Botswana;2008;0.693320155;0.638664031
Botswana;2009;0.649189919;0.629837984
Botswana;2010;0.665332059;0.633066412
Botswana;2011;0.677346458;0.635469292
Botswana;2012;0.716105094;0.643221019
Botswana;2013;0.678686604;0.635737321
Brazil;1996;-0.048876638;0.490224672
Brazil;1998;-0.036108372;0.492778326
Brazil;2000;0.078329765;0.515665953
Brazil;2002;0.118087399;0.52361748
Brazil;2003;0.10057685;0.52011537
Brazil;2004;-0.021342206;0.495731559
Brazil;2005;-0.085666838;0.482866632
Brazil;2006;-0.107452453;0.478509509
Brazil;2007;-0.111416042;0.477716792
Brazil;2008;-0.034799296;0.493040141
Brazil;2009;0.054227326;0.510845465
Brazil;2010;0.108023371;0.521604674
Brazil;2011;0.087843991;0.517568798
Brazil;2012;0.042703238;0.508540648
Brazil;2013;-0.027951698;0.49440966
Brunei Darussalam;1996;0.71197628;0.642395256
Brunei Darussalam;1998;0.490610028;0.598122006
Brunei Darussalam;2000;0.529523467;0.605904693
Brunei Darussalam;2002;0.477110426;0.595422085
Brunei Darussalam;2003;0.45246987;0.590493974
Brunei Darussalam;2004;0.455854766;0.591170953
Brunei Darussalam;2005;0.409502859;0.581900572
Brunei Darussalam;2006;0.38845963;0.577691926
Brunei Darussalam;2007;0.455740139;0.591148028
Brunei Darussalam;2008;0.491109808;0.598221962
Brunei Darussalam;2009;0.74633041;0.649266082
Brunei Darussalam;2010;0.716542035;0.643308407
Brunei Darussalam;2011;0.717539301;0.64350786
Brunei Darussalam;2012;0.642737592;0.628547518
Brunei Darussalam;2013;0.646162271;0.629232454
Bulgaria;1996;-0.248201894;0.450359621
Bulgaria;1998;0.022695159;0.504539032
Bulgaria;2000;0.079674836;0.515934967
Bulgaria;2002;0.223564621;0.544712924
Bulgaria;2003;0.189416196;0.537883239
Bulgaria;2004;0.22526862;0.545053724
Bulgaria;2005;0.240230582;0.548046116
Bulgaria;2006;0.212458276;0.542491655
Bulgaria;2007;0.218864859;0.543772972
Bulgaria;2008;0.180647774;0.536129555
Bulgaria;2009;0.229552009;0.545910402
Bulgaria;2010;0.216403265;0.543280653
Bulgaria;2011;0.16841885;0.53368377
Bulgaria;2012;0.175557272;0.535111454
Bulgaria;2013;0.117670015;0.523534003
Burkina Faso;1996;-0.537467184;0.392506563
Burkina Faso;1998;-0.501263614;0.399747277
Burkina Faso;2000;-0.321472147;0.435705571
Burkina Faso;2002;-0.402306612;0.419538678
Burkina Faso;2003;-0.30981016;0.438037968
Burkina Faso;2004;-0.356814964;0.428637007
Burkina Faso;2005;-0.358442299;0.42831154
Burkina Faso;2006;-0.338467101;0.43230658
Burkina Faso;2007;-0.296500601;0.44069988
Burkina Faso;2008;-0.25541715;0.44891657
Burkina Faso;2009;-0.258121028;0.448375794
Burkina Faso;2010;-0.282805386;0.443438923
Burkina Faso;2011;-0.390941751;0.42181165
Burkina Faso;2012;-0.437143819;0.412571236
Burkina Faso;2013;-0.508179888;0.398364022
Burundi;1996;-1.750042478;0.149991504
Burundi;1998;-1.654534717;0.169093057
Burundi;2000;-1.503567775;0.199286445
Burundi;2002;-1.45113953;0.209772094
Burundi;2003;-1.470159153;0.205968169
Burundi;2004;-1.484504491;0.203099102
Burundi;2005;-1.142584423;0.271483115
Burundi;2006;-1.079540054;0.284091989
Burundi;2007;-1.122481406;0.275503719
Burundi;2008;-1.12011524;0.275976952
Burundi;2009;-1.064414769;0.287117046
Burundi;2010;-1.173410267;0.265317947
Burundi;2011;-1.167252948;0.26654941
Burundi;2012;-1.227365702;0.25452686
Burundi;2013;-1.099251578;0.280149684
Cabo Verde;1996;0.439924198;0.58798484
Cabo Verde;1998;0.400039482;0.580007896
Cabo Verde;2000;0.486056645;0.597211329
Cabo Verde;2002;0.246820379;0.549364076
Cabo Verde;2003;0.278510171;0.555702034
Cabo Verde;2004;0.317428836;0.563485767
Cabo Verde;2005;0.229989395;0.545997879
Cabo Verde;2006;0.467538004;0.593507601
Cabo Verde;2007;0.537883155;0.607576631
Cabo Verde;2008;0.506218978;0.601243796
Cabo Verde;2009;0.505199691;0.601039938
Cabo Verde;2010;0.484207303;0.596841461
Cabo Verde;2011;0.543237699;0.60864754
Cabo Verde;2012;0.523922363;0.604784473
Cabo Verde;2013;0.473478006;0.594695601
Cambodia;1996;-0.839755897;0.332048821
Cambodia;1998;-0.944933539;0.311013292
Cambodia;2000;-0.75551078;0.348897844
Cambodia;2002;-0.802595918;0.339480816
Cambodia;2003;-0.860598231;0.327880354
Cambodia;2004;-0.826705347;0.334658931
Cambodia;2005;-0.875234966;0.324953007
Cambodia;2006;-0.878118848;0.32437623
Cambodia;2007;-0.804097856;0.339180429
Cambodia;2008;-0.835760122;0.332847976
Cambodia;2009;-0.854506438;0.329098712
Cambodia;2010;-0.862643311;0.327471338
Cambodia;2011;-0.81660378;0.336679244
Cambodia;2012;-0.715443378;0.356911324
Cambodia;2013;-0.738377286;0.352324543
Cameroon;1996;-1.134176056;0.273164789
Cameroon;1998;-0.915351262;0.316929748
Cameroon;2000;-0.877524048;0.32449519
Cameroon;2002;-0.989258558;0.302148288
Cameroon;2003;-0.837511534;0.332497693
Cameroon;2004;-0.838355755;0.332328849
Cameroon;2005;-0.879352055;0.324129589
Cameroon;2006;-0.868273656;0.326345269
Cameroon;2007;-0.862747391;0.327450522
Cameroon;2008;-0.877769311;0.324446138
Cameroon;2009;-0.856672804;0.328665439
Cameroon;2010;-0.907402804;0.318519439
Cameroon;2011;-0.918850958;0.316229808
Cameroon;2012;-0.958513975;0.308297205
Cameroon;2013;-0.946088711;0.310782258
Canada;1996;1.652014355;0.830402871
Canada;1998;1.667711288;0.833542258
Canada;2000;1.674321552;0.83486431
Canada;2002;1.657277544;0.831455509
Canada;2003;1.641009867;0.828201973
Canada;2004;1.61313196;0.822626392
Canada;2005;1.54649653;0.809299306
Canada;2006;1.610212783;0.822042557
Canada;2007;1.583103329;0.816620666
Canada;2008;1.608683785;0.821736757
Canada;2009;1.644226134;0.828845227
Canada;2010;1.610874385;0.822174877
Canada;2011;1.612330019;0.822466004
Canada;2012;1.609718482;0.821943696
Canada;2013;1.598639886;0.819727977
Cayman Islands;1996;1.331628174;0.766325635
Cayman Islands;1998;1.339937409;0.767987482
Cayman Islands;2000;1.370882809;0.774176562
Cayman Islands;2002;1.386220098;0.77724402
Cayman Islands;2003;1.150291691;0.730058338
Cayman Islands;2004;1.18564563;0.737129126
Cayman Islands;2005;1.144475947;0.728895189
Cayman Islands;2006;1.161312362;0.732262472
Cayman Islands;2007;1.164501141;0.732900228
Cayman Islands;2008;1.057577888;0.711515578
Cayman Islands;2009;1.008074929;0.701614986
Cayman Islands;2010;1.023370743;0.704674149
Cayman Islands;2011;1.082704177;0.716540835
Cayman Islands;2012;1.019862364;0.703972473
Cayman Islands;2013;1.023533275;0.704706655
Central African Republic;1996;-1.272899359;0.245420128
Central African Republic;1998;-1.116481254;0.276703749
Central African Republic;2000;-1.16207852;0.267584296
Central African Republic;2002;-1.325164278;0.234967144
Central African Republic;2003;-1.399844309;0.220031138
Central African Republic;2004;-1.404812555;0.219037489
Central African Republic;2005;-1.330662996;0.233867401
Central African Republic;2006;-1.323554148;0.23528917
Central African Republic;2007;-1.344535281;0.231092944
Central African Republic;2008;-1.312646498;0.2374707
Central African Republic;2009;-1.298873236;0.240225353
Central African Republic;2010;-1.301231345;0.239753731
Central African Republic;2011;-1.244183997;0.251163201
Central African Republic;2012;-1.337666621;0.232466676
Central African Republic;2013;-1.569756488;0.186048702
Chad;1996;-1.038824916;0.292235017
Chad;1998;-1.017815818;0.296436836
Chad;2000;-0.944202135;0.311159573
Chad;2002;-1.072899967;0.285420007
Chad;2003;-1.17510289;0.264979422
Chad;2004;-1.210681299;0.25786374
Chad;2005;-1.343059977;0.231388005
Chad;2006;-1.423019369;0.215396126
Chad;2007;-1.474724154;0.205055169
Chad;2008;-1.529044767;0.194191047
Chad;2009;-1.403708259;0.219258348
Chad;2010;-1.366529286;0.226694143
Chad;2011;-1.291844805;0.241631039
Chad;2012;-1.280004581;0.243999084
Chad;2013;-1.262129545;0.247574091
Chile;1996;1.116488447;0.723297689
Chile;1998;0.917232332;0.683446466
Chile;2000;1.100911299;0.72018226
Chile;2002;1.248155733;0.749631147
Chile;2003;1.161341031;0.732268206
Chile;2004;1.191071689;0.738214338
Chile;2005;1.242698659;0.748539732
Chile;2006;1.137747377;0.727549475
Chile;2007;1.125665108;0.725133022
Chile;2008;1.116739586;0.723347917
Chile;2009;1.153438956;0.730687791
Chile;2010;1.213833749;0.74276675
Chile;2011;1.190033729;0.738006746
Chile;2012;1.187459623;0.737491925
Chile;2013;1.175552979;0.735110596
China;1996;-0.421165382;0.415766924
China;1998;-0.462381223;0.407523755
China;2000;-0.449790904;0.410041819
China;2002;-0.597221684;0.380555663
China;2003;-0.559881462;0.388023708
China;2004;-0.513973717;0.397205257
China;2005;-0.552938176;0.389412365
China;2006;-0.563502858;0.387299428
China;2007;-0.526366495;0.394726701
China;2008;-0.497195033;0.400560993
China;2009;-0.506635851;0.39867283
China;2010;-0.554873397;0.389025321
China;2011;-0.541822638;0.391635472
China;2012;-0.559289791;0.388142042
China;2013;-0.544204187;0.391159163
Colombia;1996;-0.625200145;0.374959971
Colombia;1998;-0.5957416;0.38085168
Colombia;2000;-0.61588194;0.376823612
Colombia;2002;-0.650874319;0.369825136
Colombia;2003;-0.665839817;0.366832037
Colombia;2004;-0.576844883;0.384631023
Colombia;2005;-0.537976824;0.392404635
Colombia;2006;-0.442429235;0.411514153
Colombia;2007;-0.407240621;0.418551876
Colombia;2008;-0.407833405;0.418433319
Colombia;2009;-0.466122404;0.406775519
Colombia;2010;-0.370671135;0.425865773
Colombia;2011;-0.251198245;0.449760351
Colombia;2012;-0.320351166;0.435929767
Colombia;2013;-0.308768911;0.438246218
Comoros;1996;-0.847034335;0.330593133
Comoros;1998;-0.92318291;0.315363418
Comoros;2000;-1.05144476;0.289711048
Comoros;2002;-0.685616245;0.362876751
Comoros;2003;-0.984862715;0.303027457
Comoros;2004;-0.942395257;0.311520949
Comoros;2005;-1.011884898;0.29762302
Comoros;2006;-0.900791188;0.319841762
Comoros;2007;-1.069507057;0.286098589
Comoros;2008;-1.090112557;0.281977489
Comoros;2009;-1.0650509;0.28698982
Comoros;2010;-0.988981913;0.302203617
Comoros;2011;-0.956847931;0.308630414
Comoros;2012;-0.937697197;0.312460561
Comoros;2013;-0.868136488;0.326372702
Congo, Dem. Rep.;1996;-2.003658732;0.099268254
Congo, Dem. Rep.;1998;-2.227735976;0.054452805
Congo, Dem. Rep.;2000;-2.001474241;0.099705152
Congo, Dem. Rep.;2002;-1.661141356;0.167771729
Congo, Dem. Rep.;2003;-1.658760647;0.168247871
